Applicant_ID,Age,Gender,Marital_Status,Education,Employment_Type,Annual_Income,Monthly_Income,Loan_Amount,Loan_Term,Credit_Score,Existing_Loans,Debt_to_Income_Ratio,CIBIL_Score,Property_Area,Loan_Purpose,Bank_Balance,Previous_Default,Employment_Experience,EMI,Loan_Status
APP100351,41,Female,Married,Not Graduate,Self-Employed,783821.31,65318.44,103983.64,60,779,0,3.23,764,Urban,Home,183928.78,0,0,2111.99,Approved
APP100352,42,Male,Married,Graduate,Salaried,351892.32,29324.36,131324.79,120,640,4,29.68,639,Rural,Business,6062.95,0,2,2229.89,Rejected
APP100353,27,Male,Unmarried,Graduate,Salaried,1061033.6,88419.47,29096.92,180,747,1,0.76,764,Semiurban,Car,242889.68,0,0,323.46,Approved
APP100354,44,Female,Married,Graduate,Salaried,898846.65,74903.89,167054.2,120,764,1,4.81,713,Rural,Car,97389.65,0,8,2169.77,Approved
APP100355,29,Male,Unmarried,Not Graduate,Salaried,907383.58,75615.3,215176.82,120,741,0,3.99,784,Semiurban,Education,159717.76,0,6,3014.44,Approved
APP100356,25,Male,Married,Graduate,Salaried,791854.48,65987.87,57609.95,180,759,0,0.88,749,Rural,Car,371665.99,0,14,578.5,Approved
APP100357,46,Male,Married,Graduate,Salaried,1168101.96,97341.83,239372.41,240,769,2,6.71,739,Urban,Personal,186266.11,0,1,2302.41,Approved
APP100358,31,Male,Unmarried,Not Graduate,Salaried,947186.63,78932.22,123870.6,60,719,1,6.13,750,Urban,Education,223524.03,0,15,2691.11,Approved
APP100359,35,Male,Unmarried,Graduate,Salaried,707161.35,58930.11,69567.74,84,782,1,4.11,738,Urban,Car,318583.96,0,1,1111.97,Approved
APP100360,20,Male,Married,Not Graduate,Salaried,670806.36,55900.53,120504.75,360,742,0,1.93,797,Rural,Education,116482.88,0,1,1076.37,Approved
APP100361,40,Male,Married,Not Graduate,Contract,431385.61,35948.8,281268.65,360,691,1,14.13,672,Rural,Home,30030.15,0,0,3022.41,Rejected
APP100362,23,Male,Married,Graduate,Salaried,917250.23,76437.52,206048.66,240,750,0,2.45,746,Rural,Personal,238179.94,0,5,1871.67,Approved
APP100363,47,Male,Married,Graduate,Salaried,730265.61,60855.47,145809.74,180,775,0,2.45,740,Semiurban,Car,34305.61,0,0,1489.82,Approved
APP100364,31,Male,Married,Graduate,Salaried,962490.14,80207.51,50305.46,180,746,0,0.68,804,Rural,Business,222409.92,0,18,547.44,Approved
APP100365,44,Female,Married,Graduate,Salaried,709453.69,59121.14,79408.08,360,756,2,2.43,746,Urban,Personal,147934.88,0,5,594.15,Approved
APP100366,25,Female,Unmarried,Graduate,Salaried,392462.77,32705.23,98871.75,300,635,3,12.45,752,Semiurban,Car,33432.88,0,0,1437.77,Rejected
APP100367,46,Male,Married,Not Graduate,Self-Employed,852319.88,71026.66,20000.0,120,730,0,0.38,779,Rural,Education,353746.11,0,15,267.07,Approved
APP100368,18,Male,Married,Graduate,Salaried,1079317.91,89943.16,121560.57,120,771,1,2.79,777,Urban,Business,231791.76,0,1,1532.16,Approved
APP100369,42,Male,Married,Graduate,Salaried,262974.39,21914.53,257168.44,120,506,1,31.32,555,Rural,Business,39897.0,0,4,4247.94,Rejected
APP100370,39,Female,Married,Not Graduate,Self-Employed,889244.88,74103.74,173496.46,240,757,0,2.25,789,Urban,Personal,316633.68,0,2,1666.9,Approved
APP100371,18,Female,Married,Graduate,Salaried,125775.08,10481.26,86073.34,180,494,1,28.2,704,Semiurban,Education,33689.3,0,1,1352.68,Rejected
APP100372,20,Male,Unmarried,Graduate,Salaried,1052659.48,87721.62,174607.41,360,747,2,6.16,789,Rural,Education,29992.41,0,9,1735.1,Approved
APP100373,30,Female,Married,Graduate,Salaried,966008.99,80500.75,128523.71,240,738,1,3.29,749,Urban,Education,177919.12,0,0,1251.21,Approved
APP100374,44,Female,Married,Not Graduate,Salaried,766119.81,63843.32,78831.85,360,776,0,1.02,713,Rural,Home,135297.75,0,3,649.81,Approved
APP100375,38,Male,Unmarried,Graduate,Self-Employed,210571.89,17547.66,60622.04,360,626,0,4.5,608,Urban,Education,33636.5,0,3,789.75,Rejected
APP100376,31,Female,Unmarried,Not Graduate,Salaried,937021.4,78085.12,144364.49,120,788,0,2.4,783,Rural,Education,74109.63,0,1,1877.59,Approved
APP100377,27,Male,Married,Graduate,Self-Employed,714920.5,59576.71,116085.99,180,780,1,4.49,765,Urban,Car,173526.84,0,4,1242.95,Approved
APP100378,30,Male,Married,Graduate,Salaried,50000.0,4166.67,30901.22,84,554,3,53.45,618,Urban,Business,25196.45,0,7,630.6,Rejected
APP100379,43,Female,Unmarried,Not Graduate,Salaried,241893.29,20157.77,231439.75,180,684,2,34.94,603,Semiurban,Personal,4327.46,0,2,3088.19,Rejected
APP100380,27,Female,Unmarried,Not Graduate,Salaried,1170060.17,97505.01,210712.46,120,700,0,2.9,756,Urban,Personal,194043.09,1,0,2831.15,Approved
APP100381,31,Male,Married,Not Graduate,Self-Employed,746180.45,62181.7,128583.65,60,701,2,14.72,688,Semiurban,Personal,272657.77,0,1,2783.28,Approved
APP100382,33,Male,Married,Graduate,Self-Employed,190403.17,15866.93,112637.63,180,597,1,19.93,662,Rural,Business,1764.39,0,8,1705.36,Rejected
APP100383,35,Female,Married,Not Graduate,Salaried,1142870.86,95239.24,80086.9,180,791,1,1.77,772,Rural,Education,163024.74,0,21,787.72,Approved
APP100384,39,Male,Unmarried,Graduate,Self-Employed,982950.25,81912.52,60881.85,84,731,0,1.29,732,Urban,Business,34087.52,0,2,1056.49,Approved
APP100385,26,Male,Married,Not Graduate,Salaried,249882.88,20823.57,98604.5,60,627,0,11.34,599,Semiurban,Education,27215.09,0,15,2362.29,Rejected
APP100386,33,Male,Unmarried,Graduate,Salaried,206423.55,17201.96,113202.32,120,570,2,29.85,627,Urban,Education,11328.3,0,0,1892.08,Rejected
APP100387,30,Female,Married,Graduate,Salaried,874601.01,72883.42,160091.22,240,778,2,6.05,795,Semiurban,Education,113318.79,0,4,1441.64,Approved
APP100388,35,Female,Unmarried,Graduate,Salaried,370949.45,30912.45,155887.81,120,568,3,30.33,520,Urban,Business,0.0,0,7,2881.19,Rejected
APP100389,26,Male,Married,Graduate,Salaried,235954.69,19662.89,164583.52,180,681,4,44.94,636,Urban,Personal,28759.55,1,1,2043.56,Rejected
APP100390,30,Male,Married,Graduate,Salaried,1014513.83,84542.82,124639.94,240,786,1,2.16,762,Semiurban,Car,203307.05,0,1,1095.76,Approved
APP100391,30,Male,Married,Graduate,Salaried,1048569.41,87380.78,185646.51,240,757,0,1.87,757,Semiurban,Car,200859.01,0,0,1636.17,Approved
APP100392,34,Female,Married,Graduate,Contract,142533.9,11877.82,76461.16,180,582,1,19.78,669,Semiurban,Personal,16246.46,0,5,1299.52,Rejected
APP100393,28,Male,Married,Graduate,Salaried,1063351.84,88612.65,37646.34,300,737,0,0.42,772,Urban,Car,254803.81,0,17,373.53,Approved
APP100394,56,Female,Married,Graduate,Self-Employed,259715.58,21642.96,198755.31,60,613,2,65.41,607,Urban,Education,19123.55,0,1,5095.76,Rejected
APP100395,28,Male,Married,Not Graduate,Self-Employed,935275.57,77939.63,118446.45,240,783,0,1.41,775,Rural,Car,349499.58,0,8,1098.88,Approved
APP100396,25,Male,Married,Graduate,Salaried,676896.01,56408.0,91453.16,180,777,1,3.74,788,Urban,Home,149532.36,0,1,964.02,Approved
APP100397,29,Female,Married,Graduate,Salaried,900629.91,75052.49,169496.23,120,759,0,2.78,756,Urban,Car,230794.82,0,2,2083.02,Approved
APP100398,46,Male,Unmarried,Not Graduate,Salaried,315982.83,26331.9,154013.98,120,666,1,14.52,617,Urban,Home,44236.82,1,3,2265.04,Rejected
APP100399,31,Male,Unmarried,Not Graduate,Salaried,57354.51,4779.54,43240.31,180,627,2,47.41,508,Rural,Business,0.0,0,9,703.35,Rejected
APP100400,39,Female,Unmarried,Not Graduate,Self-Employed,728508.06,60709.0,167618.96,180,750,0,2.72,721,Semiurban,Personal,277354.09,0,3,1653.62,Approved
APP100401,24,Female,Unmarried,Graduate,Salaried,1076991.32,89749.28,126444.78,180,731,2,4.08,804,Urban,Home,137649.97,0,0,1433.45,Approved
APP100402,43,Male,Married,Graduate,Salaried,50000.0,4166.67,25368.09,360,681,1,13.8,749,Urban,Education,24745.68,1,9,288.07,Rejected
APP100403,46,Male,Unmarried,Not Graduate,Salaried,416338.88,34694.91,119806.93,60,683,1,14.6,602,Semiurban,Business,25525.78,0,3,2760.55,Rejected
APP100404,31,Male,Unmarried,Graduate,Salaried,212214.51,17684.54,52068.64,360,680,4,14.31,483,Urban,Personal,30862.51,0,0,640.82,Rejected
APP100405,39,Female,Married,Not Graduate,Salaried,326894.15,27241.18,226681.78,240,658,2,22.74,578,Semiurban,Personal,34709.49,1,13,2748.29,Rejected
APP100406,44,Male,Married,Graduate,Contract,172495.5,14374.63,99570.87,180,528,0,11.84,719,Rural,Business,48468.31,0,1,1701.9,Rejected
APP100407,36,Male,Married,Graduate,Salaried,1132900.27,94408.36,111086.62,300,750,0,0.95,800,Semiurban,Business,272460.94,0,13,892.84,Approved
APP100408,51,Female,Married,Not Graduate,Salaried,836050.98,69670.91,195365.33,180,764,0,2.94,761,Urban,Personal,211322.57,0,4,2046.33,Approved
APP100409,39,Male,Married,Graduate,Salaried,232566.79,19380.57,165122.05,120,616,0,15.45,438,Urban,Personal,27024.51,0,5,2993.53,Rejected
APP100410,36,Female,Married,Not Graduate,Salaried,316226.3,26352.19,126684.58,180,624,2,18.33,593,Urban,Education,6003.41,0,7,2157.59,Rejected
APP100411,53,Female,Married,Graduate,Salaried,364765.14,30397.1,311453.47,240,632,2,46.6,540,Rural,Business,18266.88,0,0,5100.03,Rejected
APP100412,35,Male,Unmarried,Graduate,Self-Employed,129139.44,10761.62,84181.52,60,531,3,77.21,580,Urban,Personal,40998.67,0,3,2144.85,Rejected
APP100413,39,Male,Married,Not Graduate,Salaried,1230325.57,102527.13,228938.09,84,677,0,4.23,793,Urban,Education,138010.92,0,3,4340.1,Approved
APP100414,26,Female,Unmarried,Not Graduate,Salaried,374975.76,31247.98,193565.23,120,422,1,21.82,561,Urban,Education,21833.65,0,12,3305.57,Rejected
APP100415,41,Male,Married,Graduate,Self-Employed,175372.7,14614.39,132358.59,120,633,1,30.93,604,Semiurban,Home,36897.35,1,7,2166.56,Rejected
APP100416,40,Female,Married,Not Graduate,Self-Employed,238233.27,19852.77,251218.72,240,578,1,45.49,672,Rural,Business,46749.06,1,4,4217.25,Rejected
APP100417,32,Male,Unmarried,Graduate,Self-Employed,203605.2,16967.1,69730.49,240,651,1,9.37,545,Rural,Home,7667.52,0,0,822.09,Rejected
APP100418,33,Male,Unmarried,Graduate,Contract,297208.84,24767.4,231946.35,120,579,2,49.63,621,Semiurban,Education,21002.72,0,3,4008.46,Rejected
APP100419,38,Female,Unmarried,Graduate,Contract,1195851.67,99654.31,158919.92,120,771,1,4.04,787,Urban,Car,267668.09,0,6,1941.3,Approved
APP100420,36,Female,Married,Graduate,Salaried,1195131.11,99594.26,213572.44,84,801,1,5.81,764,Semiurban,Education,149588.57,0,3,3517.73,Approved
APP100421,31,Male,Married,Graduate,Salaried,319946.42,26662.2,283754.6,60,583,3,91.98,497,Urban,Car,8438.19,0,3,6757.39,Rejected
APP100422,38,Male,Married,Graduate,Salaried,847079.47,70589.96,131824.72,84,763,0,2.97,742,Semiurban,Personal,180048.41,0,1,2094.98,Approved
APP100423,22,Female,Married,Not Graduate,Salaried,391354.94,32612.91,287376.44,120,594,4,65.72,589,Semiurban,Business,46009.02,0,4,4768.07,Rejected
APP100424,35,Female,Married,Graduate,Self-Employed,874272.13,72856.01,108115.17,300,745,0,1.41,708,Semiurban,Business,217074.79,0,10,1029.29,Approved
APP100425,34,Female,Unmarried,Not Graduate,Contract,1159548.27,96629.02,155839.12,120,743,2,6.41,695,Rural,Home,155296.33,0,3,2110.02,Approved
APP100426,53,Male,Unmarried,Graduate,Self-Employed,908074.73,75672.89,104633.4,84,719,0,2.43,771,Rural,Car,382353.34,0,4,1841.53,Approved
APP100427,35,Male,Unmarried,Graduate,Salaried,825225.84,68768.82,90316.54,180,738,1,3.3,736,Urban,Personal,143546.53,0,8,1080.01,Approved
APP100428,43,Male,Married,Graduate,Self-Employed,209662.03,17471.84,109768.46,120,524,1,16.88,622,Rural,Home,0.0,0,0,1820.21,Rejected
APP100429,46,Female,Married,Graduate,Salaried,1097383.09,91448.59,80898.1,360,770,0,0.71,817,Urban,Car,292330.9,0,4,650.48,Approved
APP100430,40,Male,Unmarried,Graduate,Salaried,747922.22,62326.85,107322.89,180,756,0,1.74,776,Urban,Car,143051.26,0,0,1082.8,Approved
APP100431,23,Male,Married,Graduate,Salaried,802823.09,66901.92,87393.08,240,795,1,2.43,780,Rural,Home,253002.88,0,2,758.0,Approved
APP100432,26,Male,Unmarried,Graduate,Salaried,1053365.39,87780.45,228431.62,120,754,0,3.44,781,Semiurban,Car,174271.27,0,3,3017.36,Approved
APP100433,25,Male,Unmarried,Graduate,Salaried,1043779.79,86981.65,106754.82,240,767,0,1.15,649,Urban,Home,174340.29,0,0,999.62,Approved
APP100434,31,Male,Married,Graduate,Contract,800005.71,66667.14,84486.37,60,793,0,2.61,774,Urban,Business,131159.42,0,1,1737.89,Approved
APP100435,45,Male,Unmarried,Graduate,Salaried,620030.63,51669.22,84532.12,240,761,0,1.38,725,Rural,Car,37918.82,0,2,714.94,Approved
APP100436,27,Male,Unmarried,Not Graduate,Salaried,741144.43,61762.04,80061.11,180,752,0,1.36,794,Semiurban,Education,260782.98,0,2,841.73,Approved
APP100437,35,Female,Unmarried,Not Graduate,Salaried,1032303.98,86025.33,94247.16,60,778,0,2.3,724,Semiurban,Personal,194414.01,0,0,1977.88,Approved
APP100438,49,Female,Married,Not Graduate,Self-Employed,218366.45,18197.2,124026.46,240,585,1,21.19,588,Urban,Business,42395.05,0,1,1916.32,Rejected
APP100439,44,Female,Unmarried,Graduate,Salaried,50000.0,4166.67,31730.16,60,519,3,78.06,674,Urban,Personal,28140.97,1,5,816.63,Rejected
APP100440,29,Male,Married,Not Graduate,Salaried,1076762.9,89730.24,170478.12,180,713,0,2.22,799,Semiurban,Home,229811.85,0,3,1995.5,Approved
APP100441,35,Female,Married,Graduate,Self-Employed,235885.5,19657.12,126060.84,180,588,1,16.93,629,Urban,Home,0.0,0,10,1897.72,Rejected
APP100442,41,Female,Unmarried,Graduate,Salaried,177513.89,14792.82,105433.91,180,678,2,29.08,515,Urban,Business,42017.76,0,2,1376.58,Rejected
APP100443,32,Female,Unmarried,Not Graduate,Contract,294414.52,24534.54,330148.15,240,561,2,51.5,620,Rural,Personal,21619.76,0,1,5573.54,Rejected
APP100444,35,Male,Married,Not Graduate,Salaried,170654.03,14221.17,91476.49,360,636,0,8.58,657,Urban,Car,0.0,0,13,1220.77,Rejected
APP100445,34,Male,Unmarried,Not Graduate,Salaried,77899.57,6491.63,37841.41,240,630,2,19.87,604,Rural,Car,7612.03,1,8,528.67,Rejected
APP100446,31,Female,Unmarried,Not Graduate,Salaried,278384.46,23198.7,151983.01,84,539,4,61.79,577,Urban,Home,29629.21,1,0,3197.21,Rejected
APP100447,40,Male,Married,Graduate,Salaried,863561.48,71963.46,174729.83,240,773,1,5.0,715,Urban,Car,142844.07,0,5,1681.92,Approved
APP100448,51,Female,Unmarried,Not Graduate,Salaried,219242.86,18270.24,54466.79,180,524,1,9.43,658,Urban,Business,21309.93,0,0,860.04,Rejected
APP100449,20,Female,Unmarried,Not Graduate,Contract,190973.48,15914.46,84949.27,240,631,0,7.38,623,Semiurban,Education,40101.26,0,7,1174.72,Rejected
APP100450,24,Male,Unmarried,Not Graduate,Salaried,226124.74,18843.73,110839.16,180,503,4,36.76,653,Rural,Car,0.0,1,2,1872.87,Rejected
APP100451,22,Female,Unmarried,Graduate,Contract,209295.35,17441.28,167862.85,240,588,2,32.34,627,Urban,Personal,31726.57,0,6,2519.75,Rejected
APP100452,32,Male,Married,Not Graduate,Salaried,831417.22,69284.77,155576.63,180,769,1,4.23,783,Urban,Personal,223938.92,0,6,1651.65,Approved
APP100453,42,Male,Married,Graduate,Salaried,678053.32,56504.44,71773.04,120,750,0,1.65,816,Semiurban,Personal,169069.88,0,5,934.33,Approved
APP100454,47,Male,Married,Not Graduate,Self-Employed,1024742.32,85395.19,249457.17,180,734,0,3.47,748,Semiurban,Home,287978.74,0,11,2964.7,Approved
APP100455,46,Male,Married,Graduate,Salaried,201731.67,16810.97,122846.62,180,575,2,29.7,667,Semiurban,Education,22752.1,0,9,2024.05,Rejected
APP100456,30,Female,Married,Graduate,Salaried,468141.06,39011.76,463459.24,120,670,2,47.11,648,Urban,Home,6934.81,0,1,6736.03,Rejected
APP100457,37,Female,Married,Graduate,Salaried,166487.55,13873.96,114244.52,180,698,4,52.92,519,Urban,Education,15679.06,0,12,1382.86,Rejected
APP100458,51,Male,Married,Not Graduate,Salaried,1046677.13,87223.09,160136.64,180,759,0,1.81,695,Semiurban,Car,108644.65,0,2,1575.51,Approved
APP100459,18,Male,Married,Graduate,Salaried,707756.48,58979.71,97659.46,120,732,0,2.19,747,Urban,Personal,196952.03,0,11,1292.92,Approved
APP100460,36,Female,Married,Graduate,Salaried,952383.83,79365.32,113010.23,120,727,0,1.89,724,Urban,Car,249077.75,0,0,1497.0,Approved
APP100461,35,Male,Unmarried,Graduate,Salaried,1186971.76,98914.31,102714.91,180,746,1,2.37,827,Rural,Business,54950.41,0,1,1178.98,Approved
APP100462,29,Female,Married,Graduate,Salaried,363815.03,30317.92,279855.14,60,531,2,76.24,546,Semiurban,Education,4243.44,0,3,6957.3,Rejected
APP100463,29,Male,Married,Not Graduate,Contract,163091.1,13590.93,101345.84,240,590,5,69.56,570,Urban,Car,11399.33,1,0,1642.66,Rejected
APP100464,33,Male,Unmarried,Graduate,Salaried,759427.33,63285.61,108911.06,300,794,0,1.54,724,Rural,Car,166005.14,0,0,976.08,Approved
APP100465,26,Male,Unmarried,Graduate,Salaried,1172990.79,97749.23,256891.78,300,806,0,2.12,697,Rural,Car,170609.46,0,14,2069.88,Approved
APP100466,23,Male,Unmarried,Not Graduate,Salaried,830238.61,69186.55,82817.3,360,733,1,2.08,775,Semiurban,Home,55072.65,0,0,742.32,Approved
APP100467,30,Female,Married,Graduate,Salaried,480736.94,40061.41,53261.71,360,737,1,2.92,756,Urban,Car,221000.23,0,5,538.67,Approved
APP100468,31,Female,Unmarried,Graduate,Contract,362118.81,30176.57,221375.56,300,605,1,23.66,599,Rural,Personal,40424.11,0,3,3526.7,Rejected
APP100469,31,Female,Married,Graduate,Self-Employed,778385.11,64865.43,149978.77,360,730,0,2.24,710,Urban,Car,84616.01,0,3,1452.97,Approved
APP100470,39,Female,Married,Not Graduate,Self-Employed,666084.63,55507.05,73691.41,240,769,1,2.13,755,Urban,Home,187676.8,0,1,633.68,Approved
APP100471,27,Female,Unmarried,Graduate,Salaried,704138.21,58678.18,95197.09,360,739,0,1.58,803,Urban,Education,221481.43,0,11,924.39,Approved
APP100472,39,Male,Married,Graduate,Salaried,264406.86,22033.9,174218.52,180,527,1,19.9,540,Semiurban,Education,2022.11,0,10,2718.96,Rejected
APP100473,26,Male,Unmarried,Graduate,Salaried,616484.03,51373.67,89811.31,180,750,1,3.05,768,Semiurban,Education,184864.79,0,9,895.54,Approved
APP100474,36,Male,Unmarried,Not Graduate,Salaried,788004.37,65667.03,120734.96,180,807,0,1.89,782,Urban,Home,334127.83,0,0,1239.18,Approved
APP100475,43,Male,Married,Graduate,Self-Employed,186917.9,15576.49,107799.11,180,609,2,35.03,538,Semiurban,Business,55751.86,0,1,1790.5,Rejected
APP100476,19,Female,Married,Graduate,Self-Employed,99279.14,8273.26,97524.01,180,649,1,32.68,647,Urban,Education,0.0,0,0,1395.22,Rejected
APP100477,26,Female,Unmarried,Graduate,Salaried,132851.59,11070.97,85267.96,180,494,0,12.71,744,Urban,Education,11041.42,0,2,1407.06,Rejected
APP100478,36,Male,Married,Graduate,Salaried,250580.01,20881.67,65091.69,240,568,1,9.07,476,Urban,Home,14332.5,0,1,1069.16,Rejected
APP100479,25,Male,Married,Not Graduate,Salaried,241640.81,20136.73,118962.6,240,704,1,11.14,669,Rural,Home,4551.8,0,4,1156.97,Rejected
APP100480,33,Male,Unmarried,Not Graduate,Self-Employed,329992.73,27499.39,36912.72,360,697,1,2.78,614,Urban,Car,23744.14,0,10,455.63,Rejected
APP100481,41,Female,Unmarried,Not Graduate,Salaried,934606.76,77883.9,76109.04,360,839,1,1.6,795,Urban,Home,86726.95,0,1,606.26,Approved
APP100482,31,Male,Married,Graduate,Salaried,503190.88,41932.57,48497.83,360,770,0,0.93,759,Semiurban,Car,86989.05,0,3,390.0,Approved
APP100483,41,Female,Unmarried,Graduate,Self-Employed,978630.99,81552.58,31283.95,180,721,0,0.45,783,Semiurban,Business,116577.24,0,2,364.57,Approved
APP100484,37,Male,Married,Graduate,Contract,344371.55,28697.63,257659.96,240,573,2,40.32,699,Rural,Personal,10447.32,0,1,3458.08,Rejected
APP100485,30,Male,Married,Graduate,Salaried,959134.26,79927.85,156392.85,240,792,0,1.71,747,Rural,Home,162765.76,0,0,1370.46,Approved
APP100486,41,Male,Married,Not Graduate,Salaried,731661.75,60971.81,160178.69,360,737,0,2.6,695,Urban,Education,88201.23,0,2,1587.84,Approved
APP100487,34,Male,Unmarried,Graduate,Self-Employed,724459.59,60371.63,74069.49,180,748,0,1.43,771,Urban,Personal,271333.08,0,0,862.88,Approved
APP100488,28,Female,Married,Graduate,Self-Employed,1081732.24,90144.35,43588.92,240,776,0,0.43,796,Urban,Personal,178967.42,0,1,390.64,Approved
APP100489,41,Male,Unmarried,Graduate,Contract,998901.15,83241.76,118691.48,180,747,0,1.68,766,Urban,Business,291922.25,0,6,1397.02,Approved
APP100490,32,Male,Unmarried,Graduate,Contract,271187.92,22598.99,180058.56,300,584,3,47.71,569,Semiurban,Business,12883.3,1,21,2808.44,Rejected
APP100491,28,Male,Married,Not Graduate,Salaried,288865.85,24072.15,186735.56,60,536,0,19.63,568,Urban,Home,41109.4,1,3,4725.08,Rejected
APP100492,35,Female,Married,Graduate,Salaried,392565.2,32713.77,202469.37,120,669,0,9.72,598,Urban,Home,0.0,0,5,3179.13,Rejected
APP100493,37,Male,Unmarried,Graduate,Salaried,786657.13,65554.76,150604.16,300,757,3,8.6,796,Urban,Education,130141.22,0,5,1244.35,Approved
APP100494,46,Male,Unmarried,Graduate,Salaried,654539.55,54544.96,73238.61,180,798,0,1.38,712,Semiurban,Personal,169265.47,0,8,750.59,Approved
APP100495,38,Female,Married,Graduate,Salaried,749228.06,62435.67,192874.74,360,729,1,4.86,734,Urban,Car,158081.39,0,8,1889.02,Approved
APP100496,32,Female,Unmarried,Not Graduate,Salaried,1078571.25,89880.94,223614.09,180,749,0,2.77,803,Urban,Education,321233.11,0,1,2491.27,Approved
APP100497,24,Male,Married,Graduate,Contract,779704.56,64975.38,92434.77,360,750,1,2.25,725,Rural,Business,316775.95,0,13,801.11,Approved
APP100498,31,Female,Married,Graduate,Self-Employed,126118.5,10509.87,97354.17,180,604,3,39.15,607,Rural,Personal,15127.13,0,2,1434.54,Rejected
APP100499,27,Female,Unmarried,Not Graduate,Self-Employed,303664.66,25305.39,190727.35,360,612,3,53.19,655,Urban,Car,3095.97,0,3,2933.55,Rejected
APP100500,28,Female,Married,Graduate,Self-Employed,50000.0,4166.67,42163.58,84,567,1,40.88,612,Urban,Car,18185.57,0,0,899.44,Rejected
APP100501,41,Female,Unmarried,Graduate,Contract,997237.9,83103.16,64518.15,120,812,2,2.23,779,Rural,Car,87436.12,0,7,784.36,Approved
APP100502,43,Female,Married,Not Graduate,Self-Employed,647444.16,53953.68,29148.85,180,768,0,0.53,769,Urban,Business,209441.28,0,0,287.64,Approved
APP100503,35,Female,Married,Graduate,Salaried,220414.22,18367.85,179031.48,240,456,3,56.71,607,Semiurban,Business,31164.56,0,2,2855.99,Rejected
APP100504,33,Male,Unmarried,Graduate,Salaried,252809.0,21067.42,199866.81,180,705,0,11.22,528,Urban,Business,20698.69,0,2,2363.04,Rejected
APP100505,40,Female,Married,Not Graduate,Salaried,235362.56,19613.55,41326.09,180,681,4,11.98,680,Urban,Business,5659.63,1,5,549.86,Rejected
APP100506,40,Male,Unmarried,Graduate,Salaried,178986.34,14915.53,149908.7,180,504,2,48.67,679,Urban,Home,38842.96,1,9,2267.25,Rejected
APP100507,34,Male,Unmarried,Not Graduate,Contract,679964.11,56663.68,106422.51,60,762,0,3.94,780,Semiurban,Education,203104.72,0,5,2232.35,Approved
APP100508,37,Male,Unmarried,Graduate,Salaried,185100.15,15425.01,110352.19,120,543,2,36.33,618,Rural,Education,30597.58,1,1,1914.27,Rejected
APP100509,30,Female,Unmarried,Graduate,Salaried,215552.92,17962.74,102697.52,360,569,0,7.89,650,Urban,Business,18497.04,0,1,1416.66,Rejected
APP100510,22,Female,Unmarried,Graduate,Salaried,627767.43,52313.95,128868.12,360,733,1,4.12,767,Rural,Business,451971.84,0,7,1219.94,Approved
APP100511,45,Male,Married,Not Graduate,Salaried,129938.68,10828.22,101219.87,180,623,2,42.42,604,Rural,Education,22353.26,0,2,1714.19,Rejected
APP100512,26,Female,Unmarried,Graduate,Salaried,1206848.18,100570.68,190698.24,120,739,0,2.57,746,Rural,Car,121870.37,0,13,2583.88,Approved
APP100513,27,Female,Married,Not Graduate,Salaried,776950.73,64745.89,43224.22,240,737,1,1.04,701,Urban,Home,244643.17,0,14,419.55,Approved
APP100514,20,Male,Married,Not Graduate,Salaried,744641.28,62053.44,141817.22,180,767,1,3.71,756,Semiurban,Business,250647.6,0,1,1364.89,Approved
APP100515,18,Female,Unmarried,Graduate,Salaried,184545.05,15378.75,117548.81,360,591,1,20.26,620,Urban,Education,17014.06,0,0,1833.91,Rejected
APP100516,47,Female,Unmarried,Graduate,Self-Employed,984702.16,82058.51,202972.42,240,729,0,2.45,759,Semiurban,Business,225340.33,0,8,2008.82,Approved
APP100517,36,Female,Unmarried,Graduate,Self-Employed,934434.39,77869.53,110382.09,180,784,0,1.51,732,Urban,Business,258913.1,0,2,1175.06,Approved
APP100518,32,Male,Married,Graduate,Self-Employed,346783.04,28898.59,149605.97,120,651,3,26.61,501,Rural,Car,50897.82,0,2,2340.82,Rejected
APP100519,38,Male,Unmarried,Not Graduate,Salaried,1053621.96,87801.83,196343.47,180,741,1,4.59,767,Semiurban,Personal,71352.05,0,7,2296.79,Approved
APP100520,28,Female,Married,Graduate,Salaried,860471.86,71705.99,128748.93,360,759,1,2.7,771,Urban,Education,261921.82,0,4,1089.32,Approved
APP100521,41,Female,Married,Not Graduate,Salaried,456843.53,38070.29,132040.14,240,544,3,18.06,542,Urban,Business,17386.69,0,8,1808.64,Rejected
APP100522,34,Male,Unmarried,Graduate,Self-Employed,253755.31,21146.28,209713.44,300,705,1,18.09,565,Semiurban,Business,6065.22,0,0,2086.86,Rejected
APP100523,21,Male,Unmarried,Graduate,Contract,741854.24,61821.19,113822.64,180,801,0,1.82,747,Rural,Business,147877.8,0,1,1123.62,Approved
APP100524,43,Male,Married,Not Graduate,Salaried,905828.55,75485.71,84781.57,300,754,0,0.99,777,Semiurban,Car,166257.23,0,3,746.63,Approved
APP100525,27,Male,Married,Graduate,Contract,391321.41,32610.12,397076.36,240,562,1,32.89,670,Urban,Business,30013.15,0,1,5732.51,Rejected
APP100526,18,Male,Unmarried,Graduate,Contract,107776.55,8981.38,88755.73,180,649,5,89.41,635,Urban,Education,15867.53,1,0,1516.29,Rejected
